1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;;;;;;;;;;;;;;;;;
Player;Team;Age;GP;W;L;Min;PTS;FGM;FGA;FG%;15:00;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;+/-;OFFRTG;DEFRTG;NETRTG;AST%;AST/TO;AST RATIO;OREB%;DREB%;REB%;TO RATIO;EFG%;TS%;USG%;PACE;PIE;POSS;;;;;;;;;;;;;;;;;;;;;;;;;
Vasilije Micić;PHX;31;41;8;33;19,1;271;94;275;34,8;45;123;36;33;41;82,9;21;70;90;127;78;16;0;45;537;1;0;-3;102,2;109,4;-7,2;25,8;1,66;25,9;2,3;8,5;5,3;15,6;43;46,2;19,9;97,45;6,1;1590;;;;;;;;;;;;;;;;;;;;;;;;;
Jett Howard;ORL;21;60;29;31;11,7;270;96;264;37,4;54;186;29,6;18;24;69,6;18;48;72;42;36;12;12;66;456;0;0;-1,4;103;108,7;-5,7;10,2;1,22;12,5;2,6;7,4;4,8;10,2;47,9;49,1;18,1;99,92;4,5;1458;;;;;;;;;;;;;;;;;;;;;;;;;
Tosan Evbuomwan;BKN;24;28;8;20;23,7;266;95;221;42,7;25;78;31,2;56;73;75,3;31;87;120;56;39;25;11;56;557;0;0;-2,4;103,4;108,4;-5;13,2;1,41;15,9;4,4;13,6;8,7;11,2;48,2;53;18,3;97,96;8,7;1358;;;;;;;;;;;;;;;;;;;;;;;;;
Lonzo Ball;CHI;27;35;16;19;22,2;266;88;242;36,6;67;196;34,4;21;28;81,5;25;95;119;116;42;46;18;56;732;0;0;2,9;113,5;108;5,5;18,7;2,8;28;2,9;10,6;6,8;10;50,4;52,4;15,2;105,6;7,8;1712;;;;;;;;;;;;;;;;;;;;;;;;;
Eric Gordon;PHI;36;39;12;27;19,7;265;86;203;42,6;55;137;40,9;35;47;75;8;39;47;66;27;27;12;31;503;0;0;-1,8;111;116,4;-5,4;11,8;2,32;20,5;1,1;5,2;3,1;8,8;56,4;59,1;14;99,62;6,7;1601;;;;;;;;;;;;;;;;;;;;;;;;;
Oso Ighodaro;PHX;22;61;25;36;17,1;256;116;189;60,4;0;0;0;31;49;58;67;159;220;73;37;31;31;104;763;0;0;-0,3;109,4;110;-0,6;9,5;1,82;22,3;6,3;14,3;10,4;12,2;60,4;61;10,3;99,05;7,3;2154;;;;;;;;;;;;;;;;;;;;;;;;;
Lindy Waters III;DET;27;52;27;25;15;255;94;250;36,9;62;187;34,4;10;10;72,7;21;88;109;52;21;26;10;62;562;0;0;0,3;111,6;110,2;1,4;9,2;2,6;16;2,3;11,6;6,7;6,2;49,8;50,4;14,5;99,37;6,1;1607;;;;;;;;;;;;;;;;;;;;;;;;;
Ben Simmons;LAC;28;51;26;25;22;255;117;224;52;0;0;0;26;31;72,7;46;194;240;286;102;36;26;107;1056;1;0;-1,1;111,7;113,5;-1,8;35,8;2,79;45,7;4,3;18,4;11,3;16,3;52;53,9;13,3;98,17;10,3;2283;;;;;;;;;;;;;;;;;;;;;;;;;
Pelle Larsson;MIA;24;55;24;31;14,2;253;88;204;43,8;33;94;33,7;39;61;67,2;28;66;94;66;22;33;6;94;550;0;0;0,2;111,1;108,7;2,4;11,6;2,71;20,4;3,6;8,1;5,8;7,5;51,7;54,6;14,1;98,71;5,5;1595;;;;;;;;;;;;;;;;;;;;;;;;;
Lonnie Walker IV;PHI;26;20;3;17;23,8;248;90;212;42;46;128;35,4;24;30;80;6;58;64;50;26;10;6;28;418;1;0;-7,1;104,7;118,7;-14,1;16,7;2;16,7;1,2;11,7;6,3;8,4;52,6;54,8;21,4;101,6;9,1;1009;;;;;;;;;;;;;;;;;;;;;;;;;
Bol Bol;PHX;25;36;10;26;12,5;245;97;184;52,5;32;94;34,4;22;25;76,9;22;83;104;22;22;11;25;22;482;1;0;-1;112,1;115,9;-3,9;7,1;1,1;9,3;4,7;16,8;11,3;8,4;61,2;62,7;20,4;102,75;11,4;960;;;;;;;;;;;;;;;;;;;;;;;;;
Caleb Houstan;ORL;22;58;29;29;13,6;238;81;191;42,1;64;162;40;17;17;88,2;17;58;75;35;12;23;6;64;452;0;0;-1,1;104,2;108,2;-4,1;6,6;2,69;14,3;2,3;7,3;4,7;5,3;58,9;60,5;11,5;96,82;6,1;1589;;;;;;;;;;;;;;;;;;;;;;;;;
A,J, Lawson;TOR;24;26;14;12;18,7;237;81;190;42,1;34;101;32,7;44;62;68,3;21;65;86;31;16;13;5;44;429;2;0;-0,7;109,7;111,1;-1,4;9,3;2,07;11,7;3,6;12,8;8;5,7;50,8;54,2;18,9;103,71;8,2;1050;;;;;;;;;;;;;;;;;;;;;;;;;
Malaki Branham;SAS;22;47;18;29;9,1;235;89;188;45,8;33;85;40,5;28;33;81,8;5;42;52;38;33;9;0;28;357;0;0;-0,7;106,1;109,8;-3,7;13,9;1,12;13,7;1,6;9,3;5,7;12,3;54,7;57,5;23,3;103,25;8,7;918;;;;;;;;;;;;;;;;;;;;;;;;;
Ajay Mitchell;OKC;22;36;31;5;16,6;234;90;184;49,5;22;61;38,3;29;36;82,9;18;50;68;65;29;25;4;68;468;1;0;3,5;110;100,2;9,7;15,3;2,21;22,1;2,8;8;5,3;10;55,7;58,7;15,9;100,63;8,2;1254;;;;;;;;;;;;;;;;;;;;;;;;;
Monté Morris;PHX;29;45;21;24;12,7;234;81;194;42,6;32;86;36;36;41;85,7;14;54;68;72;23;18;5;23;473;0;0;1;111,1;108,3;2,8;18,8;3,48;23,6;2,1;8,8;5,6;6,8;50,5;54,6;17,3;99,99;9,6;1195;;;;;;;;;;;;;;;;;;;;;;;;;
Gui Santos;GSW;22;56;36;20;13,6;230;84;179;45,8;34;101;33;28;45;69;73;101;174;78;45;22;11;90;616;0;0;2,9;117,8;107,3;10,6;13,8;1,9;25,1;8,5;12,7;10,6;13,2;55,3;57,5;12,6;99,78;7,3;1582;;;;;;;;;;;;;;;;;;;;;;;;;
Cody Williams;UTA;20;50;9;41;21,2;230;85;255;32,3;35;135;25,9;30;40;72,5;25;85;115;60;45;25;15;95;525;0;0;-6,8;103;118,5;-15,5;7,8;1,34;15,6;2,4;7,5;4,9;11,6;39,1;41,9;12,2;103,19;2,1;2284;;;;;;;;;;;;;;;;;;;;;;;;;
Reed Sheppard;HOU;20;52;30;22;12,6;229;83;239;35,1;47;140;33,8;16;16;81,3;16;62;78;73;36;36;16;52;556;0;0;-1;108,5;111,1;-2,7;15,3;2,03;20,9;2,2;8,6;5,4;10,3;45,2;46,5;17,1;104,93;6;1425;;;;;;;;;;;;;;;;;;;;;;;;;
Richaun Holmes;WAS;31;31;9;22;17,2;229;90;140;64,7;0;3;0;50;59;83,3;62;115;177;43;22;9;22;50;580;3;0;-1,2;110,2;114,5;-4,3;11,2;2;18,5;11,3;20,8;16,1;9,3;64,7;69,5;14,3;100,78;13,5;1127;;;;;;;;;;;;;;;;;;;;;;;;;
Andre Jackson Jr,;MIL;23;67;39;28;14,6;228;94;194;47,7;27;74;39,5;13;27;50;67;114;181;80;60;34;13;114;657;0;0;-0,5;110,6;112,1;-1,5;10,9;1,43;23,8;6,6;11,4;9,1;16,6;55,3;55,4;11,5;101,48;5,1;2071;;;;;;;;;;;;;;;;;;;;;;;;;
Steven Adams;HOU;31;58;38;20;13,7;226;93;168;54,5;0;0;0;41;93;46,2;168;162;325;64;52;23;29;58;812;3;0;3;115,3;105,9;9,4;10,7;1,22;20,1;18,1;19,3;18,7;16,4;54,5;54,1;12,7;99,77;10,9;1658;;;;;;;;;;;;;;;;;;;;;;;;;
Rob Dillingham;MIN;20;49;30;19;10,5;221;93;211;44,1;25;74;33,8;10;15;53,3;10;39;49;98;54;20;0;39;436;0;0;0,4;112,3;111,1;1,2;28,3;1,85;26,6;2,2;7;4,6;14,4;50;50,3;21,5;101,82;7,8;1097;;;;;;;;;;;;;;;;;;;;;;;;;
AJ Johnson;WAS;20;29;8;21;22;220;81;212;38,5;23;90;26,7;32;38;86,5;9;52;58;75;35;12;3;49;415;0;0;-5,2;104,1;115,6;-11,5;17,8;2,17;22,3;1,1;7,3;4,2;10,3;44,1;48;17,3;100,83;5,3;1342;;;;;;;;;;;;;;;;;;;;;;;;;
Pat Connaughton;MIL;32;41;19;22;14,7;217;82;176;46,9;25;82;32,1;25;33;77,4;21;90;111;70;25;8;12;45;488;1;0;-0,3;111,7;114,6;-2,9;15,9;2,92;24,7;3,2;14;8,8;8,5;54,2;56,7;15,1;99,41;8,8;1259;;;;;;;;;;;;;;;;;;;;;;;;;
Blake Wesley;SAS;22;58;23;35;11,8;215;81;186;43,5;17;58;29,3;41;64;62,3;17;46;64;116;52;35;6;46;534;0;0;-0,2;110,2;109,7;0,5;22,5;2,11;29,8;2,5;6,2;4,4;14,1;48,1;51;16,5;101,92;6,6;1443;;;;;;;;;;;;;;;;;;;;;;;;;
GG Jackson;MEM;20;29;19;10;15,8;209;75;200;37,2;32;96;33,7;29;41;72,5;26;64;93;29;32;12;6;29;383;0;0;-2,3;112,7;118,6;-5,9;8,5;0,94;10,5;5,5;13;9,3;11,2;45,2;48,2;21,9;102,73;6,4;977;;;;;;;;;;;;;;;;;;;;;;;;;
DeAndre Jordan;DEN;36;56;37;19;12,3;207;90;140;65;0;0;0;28;62;42,2;84;202;286;50;39;17;28;73;717;3;0;-0,8;108,8;112,1;-3,3;10,5;1,33;20,2;11,9;26,2;19,4;15,3;65;62,1;12,6;100,07;11,5;1440;;;;;;;;;;;;;;;;;;;;;;;;;
Herbert Jones;NOP;26;20;5;15;32,4;206;76;172;43,6;22;72;30,6;34;40;82,5;22;56;78;66;36;38;10;66;500;0;0;-1;111,8;112,5;-0,7;13,4;1,86;22,3;3,3;8,5;5,9;12;50;54,1;14,6;100,76;6,2;1356;;;;;;;;;;;;;;;;;;;;;;;;;
Larry Nance Jr,;ATL;32;24;10;14;19,3;204;79;156;51,6;34;77;44,7;10;12;69,2;24;79;103;38;17;19;12;36;466;3;0;-4;107,5;116,5;-9;12,5;2,38;17,7;4,6;17,4;10,8;7,4;62,6;63,2;15,5;104,76;10,6;1009;;;;;;;;;;;;;;;;;;;;;;;;;
Olivier-Maxence Prosper;DAL;22;52;27;25;11,2;203;68;172;40,2;10;52;23,5;47;78;64,5;42;83;125;42;16;26;5;26;494;0;0;-2;101,8;109,5;-7,7;10,1;2,86;15,2;7,1;13,7;10,3;5,3;43,7;48,4;15,8;103,43;8,2;1255;;;;;;;;;;;;;;;;;;;;;;;;;
Jock Landale;HOU;29;42;26;16;11,9;202;80;151;53,3;13;25;42,3;25;42;67,5;55;80;139;38;21;13;8;50;466;1;0;-0,6;110,5;112,6;-2,1;10,2;1,76;16,3;9,9;15,1;12,5;9,3;56,9;59;14,8;103,58;9,7;1078;;;;;;;;;;;;;;;;;;;;;;;;;
Jalen Pickett;DEN;25;49;31;18;13,6;201;78;181;42,8;39;103;39,6;5;10;75;15;54;69;108;25;20;5;39;495;1;1;1,1;112,6;109,7;2,9;21,1;4,46;34,1;2,2;7,8;5,1;7,6;53,9;54,5;13;99,25;7,8;1383;;;;;;;;;;;;;;;;;;;;;;;;;
Kai Jones;DAL;24;40;20;20;11,7;200;88;108;79,8;0;4;20;24;32;71,9;40;84;124;24;20;16;24;52;480;1;0;-0,5;107;109,2;-2,3;8;1,39;15,2;8,9;17,3;13,3;11;80,3;80,4;12,8;99,77;13,1;974;;;;;;;;;;;;;;;;;;;;;;;;;
Mouhamed Gueye;ATL;22;33;15;18;16,1;198;73;172;42,1;20;83;25,9;33;43;76,2;43;96;139;26;17;26;33;56;571;2;0;2,6;113,4;104,7;8,8;6,4;1,8;11,7;7,8;17,9;12,7;6,5;48,2;52;15,5;103,84;8,5;1146;;;;;;;;;;;;;;;;;;;;;;;;;
Jamal Cain;NOP;26;37;6;31;13,6;196;67;159;43;26;81;32,5;33;52;68;26;59;85;22;22;22;7;44;403;0;0;-3,6;106,4;119,3;-12,9;6,5;1;9,8;5;11,7;8,2;9,8;51,3;54,4;16,7;100,49;6,7;1052;;;;;;;;;;;;;;;;;;;;;;;;;
Collin Gillespie;PHX;25;33;12;21;14;195;69;158;43;40;89;43,3;20;23;86,4;23;56;79;79;17;20;7;30;465;1;0;-0,9;115,6;118,4;-2,8;23,5;4,59;29,7;4,8;12,4;8,6;6,5;55,4;57,8;17;98,66;10,5;947;;;;;;;;;;;;;;;;;;;;;;;;;
Duop Reath;POR;28;46;19;27;10,2;193;69;166;42,2;32;106;32,1;18;23;90,9;46;46;92;28;14;14;14;41;405;0;0;-1,2;108;114,5;-6,5;8,3;1,63;11,9;8,2;11,1;9,5;7,3;52,4;55,2;16,2;102,71;7,7;1009;;;;;;;;;;;;;;;;;;;;;;;;;
Craig Porter Jr,;CLE;25;51;40;11;10,1;189;71;138;51,4;20;46;43,8;26;31;71,9;20;46;66;71;36;15;15;26;434;0;0;-0,9;108,3;113,5;-5,2;19,1;1,87;27;3,7;8,5;6,3;14,4;58,9;61;15,5;100,91;9,1;1084;;;;;;;;;;;;;;;;;;;;;;;;;
Jae'Sean Tate;HOU;29;52;38;14;11,3;187;68;146;47,3;16;47;34,8;31;47;68,1;52;68;120;47;21;26;5;83;478;0;0;1;111;104,7;6,3;10,7;2,14;19,7;7,2;10,8;8,9;9,2;52,7;55,7;12,6;103,16;7,1;1251;;;;;;;;;;;;;;;;;;;;;;;;;
Paul Reed;DET;25;45;22;23;9,7;185;72;144;50,7;9;27;28,6;32;41;76,2;41;81;122;45;27;41;27;77;563;0;0;1;111,3;105,7;5,6;14,1;1,69;19;9;19,7;14,2;11,3;53,5;57,3;17,9;101,81;11,5;924;;;;;;;;;;;;;;;;;;;;;;;;;
Tre Mann;CHA;24;13;6;7;24,5;183;70;161;43,5;23;60;40;20;21;90,5;12;26;38;39;25;7;4;23;295;0;0;-4,2;107;114,4;-7,3;21,9;1,56;16,7;3,4;7,9;5,6;10,7;50,9;53,7;25;99;9,8;655;;;;;;;;;;;;;;;;;;;;;;;;;
Zeke Nnaji;DEN;24;57;36;21;10,7;182;68;143;49,6;17;51;32,7;29;46;61,4;34;57;91;23;11;23;40;63;502;0;0;-0,4;107,3;108,9;-1,6;5,1;1,64;11,6;5,2;8,1;6,7;7;55,7;57,4;11,9;102,16;6,3;1293;;;;;;;;;;;;;;;;;;;;;;;;;
Vince Williams Jr,;MEM;24;27;10;17;18,5;178;68;167;40,1;27;95;27,4;19;24;79,2;22;76;97;54;32;11;8;46;402;1;0;0,2;117,4;116,2;1,2;14;1,67;20,8;4,2;15;9,6;12,5;47,9;50,4;16,6;105,23;6,5;1090;;;;;;;;;;;;;;;;;;;;;;;;;
Cory Joseph;ORL;33;50;26;24;12,2;175;60;155;40,3;40;105;36,4;15;20;77,8;15;55;75;70;20;25;5;50;445;0;0;0,7;110,5;106,9;3,6;16,6;4;28,7;2,7;9,5;6;7,2;52,9;54,7;12,6;98,59;7,5;1252;;;;;;;;;;;;;;;;;;;;;;;;;
Danté Exum;DAL;29;20;7;13;18,6;174;64;134;47,8;24;54;43,4;24;32;74,2;4;30;34;56;22;12;4;34;320;0;0;-2,4;109,3;115,2;-6;22;2,55;24,8;1;7,4;4,2;9,7;56,3;58,9;19,3;101,4;8,3;786;;;;;;;;;;;;;;;;;;;;;;;;;
Jeff Green;HOU;38;32;20;12;12,4;173;61;122;50,4;29;80;36,7;22;26;80,8;10;48;58;19;10;6;3;32;291;0;0;-1,2;112,2;116,1;-3,9;6,8;2,22;12,4;2,4;10,8;6,5;5,6;62,4;64,9;14,4;100,43;8,5;827;;;;;;;;;;;;;;;;;;;;;;;;;
Jaylon Tyson;CLE;22;47;37;10;9,6;169;66;150;43;19;56;34,5;19;24;79,2;38;61;94;42;28;14;5;52;371;1;0;0;108,4;108,8;-0,4;13,5;1,69;19,1;7,6;11,7;9,7;11,3;49,7;52,3;16,4;101,31;7,5;957;;;;;;;;;;;;;;;;;;;;;;;;;
Kessler Edwards;DAL;24;40;17;23;15,2;168;68;136;49,6;24;56;40,7;12;12;92,3;24;92;116;44;16;20;20;64;472;1;0;-4;110;122,3;-12,3;9;2,63;21,1;3,7;15,4;9,6;8;57,8;59,7;11;102,71;6,7;1303;;;;;;;;;;;;;;;;;;;;;;;;;
Keaton Wallace;ATL;26;31;15;16;16,2;167;65;161;40,1;28;81;32,9;12;12;100;6;43;50;81;34;28;9;40;428;1;1;-0,6;106,2;108,4;-2,2;22,4;2,45;28,8;1,3;8;4,7;11,7;48,5;50,3;16,4;102,77;7,4;1075;;;;;;;;;;;;;;;;;;;;;;;;;
Grant Williams;CHA;26;16;6;10;29,9;166;54;123;43,9;27;74;36,5;30;37;83,8;18;64;82;37;29;18;13;46;386;0;0;0,6;114,9;113,3;1,6;10,7;1,32;18;3,5;13,4;8,3;13,6;54,9;59,6;14,6;99,95;7,6;995;;;;;;;;;;;;;;;;;;;;;;;;;
Jaylen Clark;MIN;23;40;28;12;13;164;56;120;46,7;24;52;43,1;28;36;78,4;28;28;52;28;8;36;4;60;372;0;0;1,1;115,2;109,6;5,6;6,7;3,25;15,1;4,7;5,3;5;4,7;55,8;59,8;11,5;101,98;5,7;1101;;;;;;;;;;;;;;;;;;;;;;;;;
Daniel Theis;NOP;33;38;10;28;16,3;163;61;129;47,3;8;38;24,3;30;38;83,8;46;122;163;61;27;19;19;68;540;1;0;-1,6;109,3;115,2;-5,9;13,1;2,4;26;6,2;19,2;12,2;10,8;50,8;55,8;11,1;102,26;8,1;1331;;;;;;;;;;;;;;;;;;;;;;;;;
Micah Potter;UTA;27;38;10;28;18,6;163;57;137;42,2;30;99;31,6;15;19;85;42;122;163;30;30;15;15;49;460;0;0;-2,7;108,6;116,2;-7,6;5,8;1;15;5,8;15,3;10,7;15;53,7;56,3;10,2;101,29;6,3;1492;;;;;;;;;;;;;;;;;;;;;;;;;
Quenton Jackson;IND;26;28;14;14;13,6;162;59;123;47,5;14;39;37,5;31;39;77,5;14;31;45;53;17;22;6;42;356;0;0;0;110,9;110,1;0,8;19,3;3,31;25,4;3,5;7,9;5,7;7,7;53,7;58;16,7;104,12;8,9;823;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Goodwin;LAL;26;29;17;12;18,7;162;64;145;43,8;26;67;38,2;9;12;81,8;38;75;113;41;26;29;12;44;455;0;0;-0,4;111,2;112,4;-1,2;10,8;1,62;19,4;6,8;13,5;10,1;12;52,8;54,1;13,4;99,53;8;1126;;;;;;;;;;;;;;;;;;;;;;;;;
Charles Bassey;SAS;24;36;14;22;10,4;158;68;119;58,1;0;0;0;22;32;63,6;58;97;151;18;22;14;29;50;475;2;0;-3,6;101,6;117,5;-15,9;7,2;0,74;9,9;13,3;24;18,5;13,5;58,1;59,7;16,4;105,46;11,3;826;;;;;;;;;;;;;;;;;;;;;;;;;
Rayan Rupert;POR;21;52;23;29;8,8;156;57;140;40,8;16;57;27,1;21;31;76,7;26;42;68;26;31;16;5;36;307;1;0;-1,7;100,6;109,8;-9,2;8,3;0,83;11,9;4,9;9,7;7,1;14,3;46,5;49,9;15,6;104,66;5,5;1005;;;;;;;;;;;;;;;;;;;;;;;;;
Colby Jones;WAS;23;39;12;27;13,2;156;59;129;45,7;16;51;32,7;23;35;65,7;20;66;86;43;23;27;12;35;421;1;0;-2,9;104,4;114,8;-10,4;12,3;1,91;20,8;3,8;12,3;8;10,8;51,9;54,4;13,8;99,47;7,8;1066;;;;;;;;;;;;;;;;;;;;;;;;;
Jevon Carter;CHI;29;36;13;23;8,9;155;54;148;37,7;36;104;33,3;7;11;80;4;36;40;40;11;14;4;14;295;0;0;1;114,8;111,5;3,3;16,6;3,64;19,9;1,2;9,4;5,4;5,5;49,7;50,9;20;106,46;8,2;717;;;;;;;;;;;;;;;;;;;;;;;;;
David Roddy;HOU;24;33;9;24;12,4;152;56;125;45,6;20;59;31,1;20;26;76,9;13;73;83;36;23;13;10;20;353;0;0;-2,3;106,4;114,6;-8,2;12,1;1,59;18;3;17,7;10,1;11,3;53,2;56,1;15,9;104,43;8,9;890;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Miller;LAC;25;37;21;16;11,4;152;59;133;43,3;7;37;21,1;30;33;80;22;33;59;33;26;19;4;26;311;0;0;-1,7;103,8;109,8;-6;12,4;1,31;16,2;5,3;8,4;6,8;12,4;46,3;50,9;17,5;100,15;7;872;;;;;;;;;;;;;;;;;;;;;;;;;
Trevelin Queen;ORL;28;31;15;16;13,9;152;56;146;38,1;22;78;28,6;19;22;85,7;25;28;53;37;22;31;9;37;375;0;0;-2,8;101,9;111,1;-9,2;14,1;1,73;17,5;5,6;7,1;6,3;10,1;45,6;48,6;17,6;98,95;7,1;885;;;;;;;;;;;;;;;;;;;;;;;;;
Wendell Moore Jr,;CHA;23;36;11;25;13,9;151;58;126;46,8;14;40;34,1;18;22;81,8;29;65;94;43;29;22;4;32;374;1;0;-3,7;99,6;112;-12,4;13;1,56;20,6;5,3;13,2;9;13,2;52,4;55,3;13,3;100,73;8,3;1045;;;;;;;;;;;;;;;;;;;;;;;;;
Bones Hyland;MIN;24;24;11;13;9,9;149;48;118;39,8;31;82;39;24;26;88,5;5;19;24;31;24;19;5;29;269;0;0;-1,3;102;108,1;-6,1;24,6;1,28;17,3;2;8,3;5,1;13,5;53,4;57,6;27,4;98,61;10,8;490;;;;;;;;;;;;;;;;;;;;;;;;;
Jarred Vanderbilt;LAL;26;36;25;11;16,1;148;58;122;48,8;11;32;28,1;22;36;55,6;68;115;184;40;29;36;11;68;533;0;0;1;115,6;112,2;3,3;9,4;1,41;19,9;11,4;19,4;15,4;14,1;52,5;53,7;11,6;100,61;8,2;1215;;;;;;;;;;;;;;;;;;;;;;;;;
Dominick Barlow;ATL;22;35;13;22;10,7;147;60;112;53,1;7;28;25,9;21;32;63,6;35;49;84;18;4;11;18;46;350;1;0;-0,1;110,2;111,8;-1,6;7;3,8;12,7;9,1;13,9;11,4;3,3;56,2;58;14,1;104,7;8,2;823;;;;;;;;;;;;;;;;;;;;;;;;;
Doug McDermott;SAC;33;42;21;21;8,1;147;50;118;42,7;42;101;43,6;4;4;60;4;21;21;8;4;4;0;29;197;0;0;0,6;111,5;109,9;1,6;2,8;1,17;5,3;0,9;5,4;3,1;4,5;61,5;61,7;15;101,3;5,1;728;;;;;;;;;;;;;;;;;;;;;;;;;
Gary Harris;ORL;30;48;28;20;14,8;144;53;134;38,3;38;101;35,6;5;14;58,3;19;43;62;29;19;24;14;43;365;0;0;1,8;110,4;103,2;7,2;5,8;1,76;16,3;2,6;6,3;4,4;9,2;51,9;52,4;9;99,58;4,3;1465;;;;;;;;;;;;;;;;;;;;;;;;;
Bismack Biyombo;SAS;32;28;10;18;18,8;143;67;115;58,8;0;0;0;11;25;40;42;115;157;31;28;17;22;53;470;3;0;-3,6;108,7;117,9;-9,2;7,9;1,15;16,9;8;20,7;14,4;14,8;58,8;57,6;12,4;100,23;8;1102;;;;;;;;;;;;;;;;;;;;;;;;;
Keion Brooks Jr,;NOP;24;14;2;12;23,7;141;53;109;48,6;14;43;32,6;22;29;73,3;13;46;57;13;13;10;10;29;279;1;0;-10,4;100,7;121,2;-20,5;6,2;1,08;8,8;3,4;13,6;8,4;8,2;55;58,1;16,9;101,63;7,9;702;;;;;;;;;;;;;;;;;;;;;;;;;
Ousmane Dieng;OKC;22;37;30;7;10,9;141;56;126;43,2;22;70;32,4;11;15;68,8;19;63;81;30;19;19;7;33;340;0;0;1,2;104,3;99,2;5,1;10,7;1,72;17,1;4;14,2;9,1;9,9;52,4;53,8;15,2;102,86;8,8;868;;;;;;;;;;;;;;;;;;;;;;;;;
Terrence Shannon Jr,;MIN;24;32;21;11;10,6;138;54;115;48,2;10;32;35,5;16;22;81;10;38;48;32;16;6;6;26;262;1;0;0,3;107,8;107;0,8;13,9;2,13;18,8;2,9;10;6,5;8,8;53,1;56;16,6;103,77;8,2;735;;;;;;;;;;;;;;;;;;;;;;;;;
Mo Bamba;NOP;27;32;19;13;12,9;138;51;112;46,4;16;54;27,8;19;26;70,4;32;112;144;19;19;10;32;58;438;0;0;-2,3;103,5;112,5;-9;6,8;0,9;11,1;7,9;26,8;17,5;12,3;53,1;55,7;15;98,15;10;846;;;;;;;;;;;;;;;;;;;;;;;;;
Luka Garza;MIN;26;39;28;11;5,6;137;51;105;49,5;12;35;27,8;23;35;68,6;31;23;55;12;12;8;4;27;234;0;0;0;107,9;107,5;0,4;8,2;0,92;7,6;13,8;10,3;12,1;8,3;54,3;57,3;24,1;105,17;10,1;480;;;;;;;;;;;;;;;;;;;;;;;;;
Kyle Lowry;PHI;39;35;14;21;18,8;137;42;116;35;28;88;33;28;32;81,8;11;56;67;95;21;32;11;63;473;0;0;-2;103,8;109,6;-5,8;20,6;4,57;38,4;1,6;8,6;5;8,4;47,4;52,5;10;99,28;6,7;1368;;;;;;;;;;;;;;;;;;;;;;;;;
Devin Carter;SAC;23;36;18;18;11;137;47;126;37;18;61;29,5;25;43;59,1;18;58;76;40;18;22;4;40;349;0;0;1,2;113,1;109,3;3,9;13,9;2,28;19,9;4,4;14,7;9,3;8,7;44,1;47,1;16,9;100,14;7;831;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin Bagley III;MEM;26;31;7;24;8,6;136;56;105;51,9;3;19;15,8;22;34;65,7;37;47;84;12;12;9;9;19;291;1;0;-0,3;108,2;108,8;-0,6;6,3;0,92;7,6;12,8;15,9;14,3;8,3;53,3;56;20;103,88;12,3;571;;;;;;;;;;;;;;;;;;;;;;;;;
Reggie Jackson;PHI;35;31;11;20;12,4;136;53;133;39,1;25;74;33,8;6;9;77,8;9;34;43;47;16;16;3;34;295;0;0;-0,6;108,3;111,8;-3,5;17,2;2,65;22,6;2;9,3;5,5;8,5;48,5;49,6;17;98,88;6,7;795;;;;;;;;;;;;;;;;;;;;;;;;;
Isaac Jones;SAC;24;40;19;21;7,6;136;56;84;65,1;4;8;37,5;24;36;63,9;24;36;56;12;16;4;12;32;248;0;0;-1,6;104,6;115,1;-10,5;5,7;0,75;9,5;7,1;12;9,5;12,7;66,9;67,8;15,2;102,68;8,7;652;;;;;;;;;;;;;;;;;;;;;;;;;
Dillon Jones;OKC;23;54;45;9;10,2;135;49;135;38,3;16;65;25,4;16;27;60,7;32;92;119;59;27;16;5;54;400;1;0;1,4;108,9;102,9;6;14,3;2,07;25;5;15,3;10,2;12,1;44,4;46,4;13,1;101,09;6,6;1164;;;;;;;;;;;;;;;;;;;;;;;;;
Hunter Tyson;DEN;24;51;30;21;7,8;133;46;122;37,5;26;77;31,1;20;26;75;26;51;77;20;15;10;5;46;291;0;0;-1,9;98,5;108,7;-10,2;7,4;1,43;12;5,5;12,4;8,8;8,4;47,1;50,6;14,6;104,6;5,7;867;;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Gill;WAS;32;51;7;44;7,8;128;41;87;48,9;10;31;32,3;31;51;66;20;46;66;15;10;10;0;31;255;0;0;-1,4;101,9;109,7;-7,8;5,9;1,6;11,9;4,2;11,1;7,7;7,4;54,5;58,6;12,4;101,23;7,1;835;;;;;;;;;;;;;;;;;;;;;;;;;
Delon Wright;NYK;33;40;22;18;15,9;124;44;132;34,4;20;72;27,4;16;24;60;28;40;68;76;24;36;12;24;440;0;0;0;106,1;106,3;-0,2;16,2;3,5;31,8;4,2;6,1;5,1;9,1;42;44;11,1;98,84;6,1;1308;;;;;;;;;;;;;;;;;;;;;;;;;
